Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
Little Big League,1994,PG,29 Jun 1994,119 min,"Comedy, Family, Sport",Andrew Scheinman,"Gregory K. Pincus, Adam Scheinman","Luke Edwards, Timothy Busfield, John Ashton",A young boy is bequeathed the ownership of a professional baseball team.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNTEwZjYyMTEtNzk2NS00MDdhLWE0MzYtMzMyMzBlZGQ2ZTBjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.2,"11,723",tt0110363,movie,N/A,"$12,267,790",N/A,N/A,True,,
,,,,,,,,,,,,,,,,,,,,,,,,False,,Movie not found!
Foreign Student,1994,R,29 Jul 1994,90 min,Drama,Eva Sereny,"Philippe Labro, Menno Meyjes","Robin Givens, Marco Hofschneider, Rick Johnson",A French football playing exchange student falls in love.,English,"Netherlands, United Kingdom, France, Italy, United States",N/A,https://m.media-amazon.com/images/M/MV5BYTk4Y2VjYmItYjIxMi00ODkzLTk1ODItNDZkNWM5ZTdhNzY2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,363,tt0109828,movie,N/A,"$113,727",N/A,N/A,True,,
"Ciao, Professore!",1992,R,15 Jul 1994,100 min,Comedy,Lina Wertmüller,"Alessandro Bencivenni, Leonardo Benvenuti, Marcello D'Orta","Paolo Villaggio, Isa Danieli, Gigio Morra",A teacher must deal with the underworld of Naples and his students' family problems.,"Neapolitan, Italian",Italy,1 nomination,https://m.media-amazon.com/images/M/MV5BMjM1ODRlMmYtZDNiMi00ZDE5LWJiN2EtMDMxMWUyZGQ1YzVlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.9,"2,298",tt0107225,movie,N/A,"$1,113,435",N/A,N/A,True,,
Spanking the Monkey,1994,Unrated,15 Jul 1994,100 min,"Comedy, Drama",David O. Russell,David O. Russell,"Jeremy Davies, Alberta Watson, Benjamin Hendrickson","A med student is forced by his traveling salesman dad to cancel a top summer internship and look after his hot mom, who's bedridden with a broken leg. Applying lotion to her legs arouses him.",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BZTFkZmE4ZmMtZWE4Ny00ZmY5LTg2M2ItNThjMjE2Njc1MzJhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.3,"6,808",tt0111252,movie,N/A,"$1,359,736",N/A,N/A,True,,
The Little Rascals,1994,PG,05 Aug 1994,82 min,"Comedy, Family, Romance",Penelope Spheeris,"Penelope Spheeris, Robert Wolterstorff, Mike Scott","Travis Tedford, Bug Hall, Brittany Ashton Holmes","Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.",English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BM2JlNzMzM2MtY2M0Mi00ZjcxLWFkOTYtYzk1ZTY4MDA2NjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.3,"57,454",tt0110366,movie,N/A,"$52,125,282",N/A,N/A,True,,
À la mode,1993,R,12 Aug 1994,82 min,Comedy,Rémy Duchemin,"Richard Morgiève, Rémy Duchemin","Kên Higelin, Jean Yanne, Florence Darel","Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarte...",French,France,N/A,https://m.media-amazon.com/images/M/MV5BMTY2NzQxOTcyM15BMl5BanBnXkFtZTcwMTM4MDcxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,213,tt0106878,movie,N/A,"$236,090",N/A,N/A,True,,
Andre,1994,PG,17 Aug 1994,94 min,"Adventure, Drama, Family",George Miller,"Harry Goodridge, Lew Dietz, Dana Baratta","Tina Majorino, Keith Carradine, Chelsea Field",The true story of how a seal named Andre befriended a little girl named Toni and her family in 1962.,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BOWU1ZWVkNTYtMGQ5Zi00OTQ2LWIzMGEtODQ1MGM1MjEyZGY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,5.7,"7,344",tt0109120,movie,N/A,"$16,820,893",N/A,N/A,True,,
Princess Caraboo,1994,PG,16 Sep 1994,97 min,"Comedy, Drama, History",Michael Austin,"Michael Austin, John Wells","Phoebe Cates, Jim Broadbent, Wendy Hughes","A mysterious young woman speaking a strange language shows up in an English village, where she is taken in by aristocrats who assume she is a foreign princess",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZmYwNTA4N2ItN2ExMi00MDg0LWJhOTYtMTg3ZjY2ZWRiODZmXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}]",N/A,6.0,"3,016",tt0110892,movie,N/A,"$3,062,530",N/A,N/A,True,,
The Celluloid Closet,1995,R,15 Mar 1996,102 min,"Documentary, History","Rob Epstein, Jeffrey Friedman","Vito Russo, Rob Epstein, Jeffrey Friedman","Lily Tomlin, Tony Curtis, Susie Bright",A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.,English,"France, United Kingdom, Germany, United States",Nominated for 5 Primetime Emmys. 7 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNzk4ZGMwZDgtZjUzNi00ODA1LWI1ZjktMjdlOTk5N2FiYzVhXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,7.8,"7,601",tt0112651,movie,N/A,"$1,400,591",N/A,N/A,True,,
Café au lait,1993,N/A,01 Dec 1994,94 min,"Comedy, Romance",Mathieu Kassovitz,Mathieu Kassovitz,"Julie Mauduech, Hubert Koundé, Mathieu Kassovitz","Lola is pregnant. But she does not know who the father is: Jamal, the black muslim, son of diplomats, or Felix, the pennyless jewish messenger. Jamal and Felix meet at Lola's, and the race begins.",French,"France, Belgium",2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMDk4MDMzMl5BMl5BanBnXkFtZTcwMTU4ODgyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",N/A,6.1,"1,175",tt0107642,movie,N/A,"$274,596",N/A,N/A,True,,
I Don't Want to Talk About It,1993,PG-13,21 Oct 1994,102 min,"Drama, Romance",María Luisa Bemberg,"María Luisa Bemberg, Jorge Goldenberg, Julio Llinás","Marcello Mastroianni, Luisina Brando, Alejandra Podesta","Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is dif...",Spanish,"Argentina, Italy",7 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BNDAxODVlYTgtOGVhNi00MzI2LTg2ODktZGE5YjdlYmEyOWRlXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.9,402,tt0106678,movie,N/A,"$249,530",N/A,N/A,True,,
The Brady Bunch Movie,1995,PG-13,17 Feb 1995,90 min,Comedy,Betty Thomas,"Sherwood Schwartz, Laurice Elehwany, Rick Copp","Shelley Long, Gary Cole, Christine Taylor","The original 1970s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNmVmYzkzY2YtZWNkNC00YzVhLTk4MzYtZWMxZWQ0YzBhZmYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.2,"24,787",tt0112572,movie,N/A,"$46,576,136",N/A,N/A,True,,
Home Alone,1990,PG,16 Nov 1990,103 min,"Comedy, Family",Chris Columbus,John Hughes,"Macaulay Culkin, Joe Pesci, Daniel Stern","An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.","English, French",United States,Nominated for 2 Oscars. 12 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.7,"660,572",tt0099785,movie,N/A,"$285,761,243",N/A,N/A,True,,
Ghost,1990,PG-13,13 Jul 1990,127 min,"Drama, Fantasy, Romance",Jerry Zucker,Bruce Joel Rubin,"Patrick Swayze, Demi Moore, Whoopi Goldberg","After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",English,United States,Won 2 Oscars. 18 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BMmE4ZjI3YzctNjM0YS00MjBlLWFmYjItNDRiNTk0ZmRkYjVjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,7.1,"239,432",tt0099653,movie,N/A,"$217,631,306",N/A,N/A,True,,
Aladdin,1992,G,25 Nov 1992,90 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Ted Elliott","Scott Weinger, Robin Williams, Linda Larkin",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,English,United States,Won 2 Oscars. 35 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMmQwYWZjZGItYzc0OC00ZDllLTg3NjItOWIyOWYwMDljMjAyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.0,"476,454",tt0103639,movie,N/A,"$217,350,219",N/A,N/A,True,,
Terminator 2: Judgment Day,1991,R,03 Jul 1991,137 min,"Action, Adventure, Sci-Fi",James Cameron,"James Cameron, William Wisher","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.","English, Spanish","United States, France",Won 4 Oscars. 39 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,8.6,"1,189,825",tt0103064,movie,N/A,"$205,881,154",N/A,N/A,True,,
Dances with Wolves,1990,PG-13,21 Nov 1990,181 min,"Adventure, Drama, Western",Kevin Costner,Michael Blake,"Kevin Costner, Mary McDonnell, Graham Greene","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.","English, Sioux, Pawnee","United States, United Kingdom",Won 7 Oscars. 55 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,8.0,"294,799",tt0099348,movie,N/A,"$184,208,848",N/A,N/A,True,,
Tough and Deadly,1995,R,14 Feb 1995,92 min,"Action, Drama, Thriller",Steve Cohen,"Steve Cohen, Otto C. Pozzo (story), Otto C. Pozzo","Billy Blanks, Roddy Piper, Richard Norton, Charles Kahlenberg","Elmo Freech is a private investigator and was contracted by John Portland, a CIA agent who suffers amnesia, in oder to reveale a dubious case of drug smuggling in which are involved big ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGU5ZDkxZWEtOWI0My00NGU4LTk4Y2EtOTFkNDcwMTNhZmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,447,tt0114706,movie,N/A,N/A,N/A,N/A,True,,
Batman,1989,PG-13,23 Jun 1989,126 min,"Action, Adventure",Tim Burton,"Bob Kane, Sam Hamm, Warren Skaaren","Michael Keaton, Jack Nicholson, Kim Basinger","The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.","English, French, Spanish","United States, United Kingdom",Won 1 Oscar. 11 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BZWQ0OTQ3ODctMmE0MS00ODc2LTg0ZTEtZWIwNTUxOGExZTQ4XkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.5,"408,851",tt0096895,movie,N/A,"$251,409,241",N/A,N/A,True,,
The Silence of the Lambs,1991,R,14 Feb 1991,118 min,"Crime, Drama, Thriller",Jonathan Demme,"Thomas Harris, Ted Tally","Jodie Foster, Anthony Hopkins, Scott Glenn","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","English, Latin",United States,Won 5 Oscars. 71 wins & 50 nominations total,https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.6,"1,576,126",tt0102926,movie,N/A,"$130,742,922",N/A,N/A,True,,
Beauty and the Beast,1991,G,22 Nov 1991,84 min,"Animation, Family, Fantasy","Gary Trousdale, Kirk Wise","Linda Woolverton, Brenda Chapman, Chris Sanders","Paige O'Hara, Robby Benson, Jesse Corti",A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"English, French","United States, Japan",Won 2 Oscars. 33 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,8.0,"484,536",tt0101414,movie,N/A,"$218,967,620",N/A,N/A,True,,
Pretty Woman,1990,R,23 Mar 1990,119 min,"Comedy, Romance",Garry Marshall,J.F. Lawton,"Richard Gere, Julia Roberts, Jason Alexander","Edward, a rich entrepreneur, hires Vivian, a prostitute, to accompany him to a few social events. Trouble ensues when he falls in love with her and they try to bridge the gap between their worlds.",English,United States,Nominated for 1 Oscar. 8 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.1,"370,408",tt0100405,movie,N/A,"$178,406,268",N/A,N/A,True,,
Love and a .45,1994,R,23 Nov 1994,101 min,"Crime, Romance, Thriller",C.M. Talkington,C.M. Talkington,"Gil Bellows, Renée Zellweger, Rory Cochrane","A small time crook flees to Mexico to evade the authorities, loan sharks, and his murderous ex-partner with only his fiancé and a trusted Colt .45.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYTQ1YzE3NzUtOTZmNC00NzE0LWJiZmUtMjhkMjU1MmVhNTZmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.0,"4,878",tt0110395,movie,N/A,"$35,200",N/A,N/A,True,,
The Wooden Man's Bride,1994,Not Rated,10 Feb 1995,113 min,"Drama, Romance",Jianxin Huang,"Zhengguang Yang, Jia Pingau","Shih Chang, Lan Wang, Yumei Wang","Emerging from the Chinese film renaissance of the 1990s (Raise the Red Lantern, Farewell My Concubine) this haunting folk tale set in rural China in the 1920s tells the story of a young woman forces to grieve the death of a man sh...",Mandarin,China,3 nominations,https://m.media-amazon.com/images/M/MV5BMjA4ODk3NzMxNF5BMl5BanBnXkFtZTcwMTUwODUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,241,tt0111752,movie,N/A,"$59,945",N/A,N/A,True,,
A Great Day in Harlem,1994,Not Rated,24 Feb 1995,60 min,"Documentary, Music",Jean Bach,"Jean Bach, Susan Peehl, Matthew Seig","Dizzy Gillespie, Milt Hinton, Marian McPartland","The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.",English,United States,Nominated for 1 Oscar. 1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZmU2NTNmNzctMTZhZC00YTRlLWJiM2UtMTQxMGEyM2Q4Mzg1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,7.4,487,tt0109934,movie,N/A,"$527,034",N/A,N/A,True,,
Bye Bye Love,1995,PG-13,17 Mar 1995,106 min,"Comedy, Drama, Romance",Sam Weisman,"Gary David Goldberg, Brad Hall","Matthew Modine, Randy Quaid, Paul Reiser","A story about the family breakup of three divorced men. The film presented their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjMxY2Y4YjEtYTQ2MC00ZjM2LTg0MDYtNmUyOTczMjdmMTlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}]",N/A,6.2,"6,609",tt0112606,movie,N/A,"$12,096,673",N/A,N/A,True,,
One Fine Day,1996,PG,20 Dec 1996,108 min,"Comedy, Drama, Romance",Michael Hoffman,"Terrel Seltzer, Ellen Simon","Michelle Pfeiffer, George Clooney, Mae Whitman","The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.","English, Spanish",United States,Nominated for 1 Oscar. 4 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BZjlkODI1ZDYtOTAwMy00ZTMxLThhMzgtMmE4MzFiNzQyYmRmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"48,862",tt0117247,movie,N/A,"$46,151,454",N/A,N/A,True,,
Candyman: Farewell to the Flesh,1995,R,17 Mar 1995,95 min,"Horror, Thriller",Bill Condon,"Rand Ravich, Mark Kruger, Clive Barker","Tony Todd, Kelly Rowan, Caroline Barclay",The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,English,"United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BZDA2ZWE2YTctN2JiNi00NjdmLThhYWQtN2JjY2M4MTNhM2I5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.2,"14,555",tt0112625,movie,N/A,"$13,940,383",N/A,N/A,True,,
20th Century Women,2016,R,20 Jan 2017,119 min,"Comedy, Drama",Mike Mills,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig","In 1979 Santa Barbara, Dorothea is a determined single mother who is raising her son, Jamie. Dorothea enlists the help of two women -- Abbie, a free-spirited punk artist and Julie, a savvy teenager -- to help with Jamie's upbringing.",English,United States,Nominated for 1 Oscar. 15 wins & 82 nominations total,https://m.media-amazon.com/images/M/MV5BMTkwNDE4NzQwM15BMl5BanBnXkFtZTgwNzQ5Nzg0MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.3,"50,036",tt4385888,movie,N/A,"$5,664,764",N/A,N/A,True,,
Fargo,1996,R,05 Apr 1996,98 min,"Crime, Thriller","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen","William H. Macy, Frances McDormand, Steve Buscemi",Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,English,"United Kingdom, United States",Won 2 Oscars. 83 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.1,"735,918",tt0116282,movie,N/A,"$24,611,975",N/A,N/A,True,,
